               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 114,            0.022027,             0.00576,          0.00077782,              0.9799,             0.99146,             0.99007,             0.67912,            0.023466,           0.0039686,          0.00053218,            0.002542,            0.002542,            0.002542
                 115,            0.022111,           0.0054305,          0.00068842,             0.98107,             0.98767,             0.98898,             0.67339,            0.023483,           0.0039488,          0.00065317,            0.002476,            0.002476,            0.002476
                 116,            0.021822,           0.0056686,          0.00082711,             0.97973,             0.98764,             0.98915,             0.67434,            0.023709,           0.0039228,          0.00067999,             0.00241,             0.00241,             0.00241
                 117,            0.021771,           0.0055947,          0.00062678,               0.979,             0.98425,              0.9895,             0.67879,            0.023512,            0.003893,          0.00056934,            0.002344,            0.002344,            0.002344
                 118,            0.021198,           0.0053995,           0.0006355,             0.98402,             0.98143,             0.99038,             0.68145,            0.023382,           0.0039166,          0.00059988,            0.002278,            0.002278,            0.002278
                 119,            0.021386,           0.0054364,           0.0005888,             0.98198,             0.98618,              0.9892,             0.67393,              0.0237,           0.0039313,          0.00064621,            0.002212,            0.002212,            0.002212
                 120,            0.021177,           0.0056073,          0.00080022,             0.98357,             0.98945,             0.98955,             0.67488,            0.023632,           0.0039498,          0.00048026,            0.002146,            0.002146,            0.002146
                 121,            0.021106,           0.0052723,          0.00059814,             0.98572,              0.9879,             0.99002,             0.67605,            0.023508,            0.003923,          0.00054142,             0.00208,             0.00208,             0.00208
                 122,            0.021541,           0.0055348,          0.00057449,             0.98236,              0.9841,             0.98931,             0.68018,             0.02337,           0.0038861,          0.00051512,            0.002014,            0.002014,            0.002014
                 123,            0.020886,           0.0052813,          0.00056716,             0.97938,             0.98504,             0.98942,             0.67799,            0.023624,           0.0039067,          0.00056313,            0.001948,            0.001948,            0.001948
                 124,             0.02035,            0.005263,          0.00058671,             0.97738,             0.99011,             0.98896,             0.67912,             0.02339,           0.0038991,          0.00057816,            0.001882,            0.001882,            0.001882
                 125,            0.020921,           0.0053323,          0.00055604,              0.9767,             0.98679,             0.98837,             0.67602,            0.023658,            0.003875,          0.00057165,            0.001816,            0.001816,            0.001816
                 126,            0.020445,           0.0053563,          0.00060214,             0.97838,             0.98747,             0.98889,             0.68245,            0.023451,            0.003895,          0.00059724,             0.00175,             0.00175,             0.00175
                 127,              0.0206,           0.0052423,           0.0005256,             0.99221,             0.98351,             0.99118,             0.68187,            0.023313,           0.0038751,          0.00052935,            0.001684,            0.001684,            0.001684
                 128,            0.020592,           0.0053418,          0.00064735,             0.98374,             0.98625,             0.98909,             0.68199,            0.022908,           0.0038813,          0.00064817,            0.001618,            0.001618,            0.001618
                 129,            0.020049,           0.0053199,           0.0004539,             0.98659,             0.98383,             0.98918,             0.68137,            0.023148,           0.0038807,          0.00051734,            0.001552,            0.001552,            0.001552
                 130,            0.020409,           0.0053598,          0.00056313,             0.98228,             0.97876,             0.98433,             0.67663,            0.023309,           0.0039115,          0.00054435,            0.001486,            0.001486,            0.001486
                 131,            0.019938,           0.0053651,          0.00048785,              0.9851,             0.98182,             0.98906,             0.67978,            0.023264,            0.003928,          0.00047942,             0.00142,             0.00142,             0.00142
                 132,            0.020724,           0.0053902,          0.00063353,             0.98602,              0.9866,             0.99005,             0.68204,            0.023219,           0.0038751,          0.00052142,            0.001354,            0.001354,            0.001354
                 133,            0.020133,           0.0053369,          0.00065046,             0.98213,             0.98933,              0.9899,             0.68257,            0.023147,           0.0038945,           0.0004639,            0.001288,            0.001288,            0.001288
