               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  72,            0.023671,           0.0055972,          0.00073927,             0.98513,             0.98504,             0.98966,              0.6713,            0.024765,           0.0037625,          0.00056409,            0.005314,            0.005314,            0.005314
                  73,            0.023261,           0.0055306,          0.00077721,             0.97878,             0.98845,             0.98955,              0.6683,            0.024998,           0.0037904,          0.00060483,            0.005248,            0.005248,            0.005248
                  74,            0.023208,           0.0054064,          0.00085941,             0.98369,             0.98474,                0.99,             0.67259,              0.0248,            0.003744,          0.00068587,            0.005182,            0.005182,            0.005182
                  75,            0.023049,           0.0054261,          0.00066635,             0.97489,             0.98969,             0.98584,             0.66209,             0.02489,           0.0038481,          0.00058354,            0.005116,            0.005116,            0.005116
                  76,            0.023144,           0.0054381,          0.00075423,             0.97293,             0.98495,             0.98956,             0.66677,            0.024585,            0.003779,          0.00060692,             0.00505,             0.00505,             0.00505
                  77,            0.022813,            0.005471,          0.00065023,             0.97793,             0.98585,             0.98925,             0.67711,             0.02399,           0.0037339,          0.00058536,            0.004984,            0.004984,            0.004984
                  78,              0.0231,           0.0056354,          0.00070695,             0.97706,              0.9815,             0.98912,             0.67504,            0.024497,           0.0037841,          0.00064646,            0.004918,            0.004918,            0.004918
                  79,            0.023254,           0.0053501,          0.00070299,              0.9812,             0.98757,             0.98916,             0.67035,            0.024392,           0.0037549,          0.00068388,            0.004852,            0.004852,            0.004852
                  80,            0.022871,           0.0055222,          0.00069334,             0.98621,             0.98855,             0.98855,             0.67339,            0.024721,           0.0037588,          0.00052967,            0.004786,            0.004786,            0.004786
                  81,            0.022808,           0.0054334,          0.00065418,              0.9812,             0.98725,             0.98957,             0.67183,            0.024751,           0.0038129,          0.00054408,             0.00472,             0.00472,             0.00472
                  82,            0.023378,           0.0053739,          0.00073817,             0.98381,             0.98841,             0.98949,             0.67868,            0.024442,           0.0038062,          0.00055122,            0.004654,            0.004654,            0.004654
                  83,            0.023345,            0.005605,          0.00085792,             0.97361,             0.98601,              0.9869,              0.6703,            0.024901,           0.0038693,          0.00058711,            0.004588,            0.004588,            0.004588
                  84,            0.023148,            0.005764,          0.00090791,             0.97012,             0.98835,             0.98504,             0.67226,            0.024507,           0.0038057,            0.000602,            0.004522,            0.004522,            0.004522
                  85,            0.023143,            0.005417,          0.00075955,             0.98472,             0.98917,             0.99044,             0.67724,            0.023945,           0.0037417,          0.00057431,            0.004456,            0.004456,            0.004456
                  86,            0.023135,           0.0055313,          0.00087057,             0.97781,             0.99123,             0.99122,             0.67776,             0.02397,           0.0037381,           0.0005343,             0.00439,             0.00439,             0.00439
                  87,            0.022851,           0.0054867,          0.00086106,             0.98655,             0.98879,              0.9896,             0.67731,            0.024181,           0.0036815,          0.00062343,            0.004324,            0.004324,            0.004324
                  88,            0.022443,           0.0054818,          0.00073369,             0.98036,             0.98916,             0.98931,             0.67394,            0.024612,           0.0036819,          0.00053199,            0.004258,            0.004258,            0.004258
                  89,            0.023013,            0.005437,          0.00074111,             0.97864,             0.98593,             0.98931,             0.67872,            0.024573,           0.0036868,          0.00062136,            0.004192,            0.004192,            0.004192
                  90,            0.022457,           0.0055176,          0.00070603,             0.98834,             0.98315,             0.98983,             0.67796,            0.024003,           0.0037394,          0.00056848,            0.004126,            0.004126,            0.004126
                  91,            0.023031,           0.0053865,             0.00062,             0.98058,             0.98721,             0.98895,             0.67879,            0.024259,           0.0037311,          0.00056306,             0.00406,             0.00406,             0.00406
                  92,            0.022606,           0.0054472,          0.00078706,             0.98018,             0.98746,             0.98958,              0.6802,            0.023882,           0.0036869,          0.00060186,            0.003994,            0.003994,            0.003994
                  93,            0.022221,           0.0054387,          0.00060532,             0.97916,             0.99188,             0.98945,             0.67759,            0.024254,            0.003735,          0.00048361,            0.003928,            0.003928,            0.003928
                  94,            0.022409,           0.0054761,          0.00084903,             0.98366,             0.98502,             0.98934,             0.67257,            0.024446,           0.0037739,          0.00061477,            0.003862,            0.003862,            0.003862
                  95,            0.022054,           0.0055008,          0.00067497,              0.9878,             0.98912,             0.99025,             0.68326,            0.023951,           0.0036777,          0.00060616,            0.003796,            0.003796,            0.003796
                  96,            0.022167,           0.0053633,           0.0007991,             0.97785,             0.98203,             0.98977,             0.67119,            0.024467,           0.0037917,          0.00073517,             0.00373,             0.00373,             0.00373
